100,Monero,XMR,2014-08-30,2.4897499084472656,2.1915900707244873,2.205430030822754,2.4433701038360596,270668.0,7622034.82199
101,Monero,XMR,2014-08-31,2.560529947280884,2.09945011138916,2.4290499687194824,2.170639991760254,308396.0,6814765.6088
102,Monero,XMR,2014-09-01,2.280250072479248,1.969349980354309,2.17467999458313,2.038680076599121,268279.0,6443261.2275
103,Monero,XMR,2014-09-02,2.067460060119629,1.8922100067138672,2.0452799797058105,1.9560699462890625,218797.0,6222440.20044
104,Monero,XMR,2014-09-03,2.0852699279785156,1.8973900079727173,1.9507999420166016,2.0319199562072754,153437.0,6505176.28144
105,Monero,XMR,2014-09-04,2.1586499214172363,1.884220004081726,2.0325400829315186,2.0466198921203613,186620.0,6595444.756
106,Monero,XMR,2014-09-05,2.1111199855804443,1.857740044593811,2.046689987182617,1.9763400554656982,168193.0,6410295.76277
107,Monero,XMR,2014-09-06,1.9992799758911133,1.8963299989700317,1.9766199588775635,1.9466999769210815,120274.0,6354884.7277
108,Monero,XMR,2014-09-07,1.9684300422668457,1.8410099744796753,1.937459945678711,1.875830054283142,151671.0,6163731.29127
109,Monero,XMR,2014-09-08,1.922629952430725,1.788290023803711,1.8765599727630615,1.873329997062683,158829.0,6192640.75652
110,Monero,XMR,2014-09-09,1.8912899494171143,1.748610019683838,1.8756799697875977,1.7662999629974365,129058.0,5875316.04886
111,Monero,XMR,2014-09-10,2.076280117034912,1.7635999917984009,1.7665300369262695,1.9661999940872192,280005.0,6580229.52403
112,Monero,XMR,2014-09-11,2.0732901096343994,1.9193899631500244,1.967270016670227,1.9430999755859375,173065.0,6542355.93221
113,Monero,XMR,2014-09-12,2.0034101009368896,1.8241699934005737,1.9438199996948242,1.877310037612915,166282.0,6360671.05911
114,Monero,XMR,2014-09-13,1.8947700262069702,1.789989948272705,1.8786499500274658,1.8504799604415894,156820.0,6308176.03089
115,Monero,XMR,2014-09-14,1.8934999704360962,1.7946900129318237,1.8504300117492676,1.819790005683899,123269.0,6242056.89054
116,Monero,XMR,2014-09-15,1.9118800163269043,1.8084299564361572,1.8197699785232544,1.8964600563049316,132403.0,6542367.11247
117,Monero,XMR,2014-09-16,1.913059949874878,1.8331700563430786,1.9008500576019287,1.8436700105667114,149855.0,6398310.57779
118,Monero,XMR,2014-09-17,1.898069977760315,1.64792001247406,1.8411999940872192,1.7683500051498413,291633.0,6168741.03077
119,Monero,XMR,2014-09-18,1.7418099641799927,1.5047600269317627,1.7418099641799927,1.5692800283432007,253082.0,5509215.52874
120,Monero,XMR,2014-09-19,1.59089994430542,1.3760199546813965,1.5677499771118164,1.4543700218200684,171739.0,5135864.07138
121,Monero,XMR,2014-09-20,1.567370057106018,1.1744600534439087,1.4425899982452393,1.271209955215454,362626.0,4515325.87612
122,Monero,XMR,2014-09-21,1.4141700267791748,1.1749500036239624,1.2676700353622437,1.274150013923645,239591.0,4550685.91821
123,Monero,XMR,2014-09-22,1.3356599807739258,1.214229941368103,1.2747000455856323,1.2612899541854858,137822.0,4529752.10064
124,Monero,XMR,2014-09-23,1.4994299411773682,1.225659966468811,1.260349988937378,1.4655300378799438,205229.0,5293283.2516
125,Monero,XMR,2014-09-24,1.558940052986145,1.4486000537872314,1.4634499549865723,1.5053399801254272,122748.0,5467366.37167
126,Monero,XMR,2014-09-25,1.5147099494934082,1.392549991607666,1.498129963874817,1.3967000246047974,126179.0,5100758.59188
127,Monero,XMR,2014-09-26,1.4622000455856323,1.3197400569915771,1.3977099657058716,1.386240005493164,81632.3984375,5091836.85888
128,Monero,XMR,2014-09-27,1.3873800039291382,1.2798199653625488,1.3837100267410278,1.3061100244522095,95657.3984375,4823059.79147
129,Monero,XMR,2014-09-28,1.3699599504470825,1.2077399492263794,1.305590033531189,1.219689965248108,84412.703125,4528356.10064
130,Monero,XMR,2014-09-29,1.2274199724197388,1.1424599885940552,1.2209500074386597,1.1490000486373901,83902.203125,4289440.4223
131,Monero,XMR,2014-09-30,1.2453199625015259,1.1422100067138672,1.1638699769973755,1.2195700407028198,82093.5,4578164.91414
132,Monero,XMR,2014-10-01,1.2181999683380127,1.1713199615478516,1.208490014076233,1.1995799541473389,65139.8984375,4526495.83434
133,Monero,XMR,2014-10-02,1.224850058555603,1.1786999702453613,1.2157599925994873,1.1891900300979614,61823.8984375,4510961.00649
134,Monero,XMR,2014-10-03,1.18464994430542,1.0660500526428223,1.18464994430542,1.100950002670288,113844.0,4198177.79284
135,Monero,XMR,2014-10-04,1.1272399425506592,0.9664090275764465,1.092519998550415,0.9776279926300049,65893.6015625,3747385.37787
136,Monero,XMR,2014-10-05,1.005579948425293,0.7867680191993713,0.9771170020103455,0.8795030117034912,86073.3984375,3388833.47543
137,Monero,XMR,2014-10-06,0.9965299963951111,0.8054450154304504,0.8786789774894714,0.9797030091285706,65376.69921875,3794549.64438
138,Monero,XMR,2014-10-07,1.0122300386428833,0.9006900191307068,0.9804930090904236,1.0046000480651855,68251.8984375,3910827.68639
139,Monero,XMR,2014-10-08,1.1082700490951538,0.9490839838981628,1.003600001335144,1.0883100032806396,116352.0,4258276.85465
140,Monero,XMR,2014-10-09,1.1632599830627441,1.0492099523544312,1.0875300168991089,1.1056400537490845,66784.6015625,4346737.0451
141,Monero,XMR,2014-10-10,1.150589942932129,1.0416500568389893,1.1049100160598755,1.1406300067901611,121420.0,4508428.39275
142,Monero,XMR,2014-10-11,1.1484299898147583,1.0612900257110596,1.1382499933242798,1.0767099857330322,81875.6015625,4277277.08848
